A,B , Total 
769940682303803393,RT @Football__Tweet: Full time at the Etihad: Manchester City 3 - 1 West Ham United. #MCFC #WHUFC

????? https://t.co/IpKgBiqLFp,Sun Aug 28 22:52:18 BDT 2016
769940683356418048,FT. Manchester City vs West Ham United 3-1, #EPL2016 #MCIWHU,Sun Aug 28 22:52:18 BDT 2016
769940683616456704,#soccer #livestream Pulis puts 48-hour deadline on Berahino future,Sun Aug 28 22:52:18 BDT 2016
769940683318788096,RT @PatrickTimmons1: Raheem Sterling is going to have an elite season & prove all his doubters wrong, like this tweet #MCFC,Sun Aug 28 22:52:18 BDT 2016
769940683801169920,@ManCity is really coming alive under Pep Guardiola #footballliveng https://t.co/spiUna01wZ,Sun Aug 28 22:52:18 BDT 2016
769940685164339200,Stoke away and West Ham at home. The kind of crappy results from last season we needed to turn into wins. #mcfc,Sun Aug 28 22:52:18 BDT 2016
769940685772427264,All those Sterling haters going back under there rocks. Finally showing his potential at City. Quality finish. #MCIWHU,Sun Aug 28 22:52:18 BDT 2016
769940686175105024,A rejuvenated @sterling7 thrills the citizens for @ManCity at the Etihad Stadium with two brilliant goals against @WestHamUtd. #MCIWHU,Sun Aug 28 22:52:19 BDT 2016
769940686028374016,@WestHamUtd awful tinpot club,Sun Aug 28 22:52:19 BDT 2016
769940685780819968,RT @Football__Tweet: Full time at the Etihad: Manchester City 3 - 1 West Ham United. #MCFC #WHUFC

????? https://t.co/IpKgBiqLFp,Sun Aug 28 22:52:18 BDT 2016
769940687555010560,RT @BigSportGB: Joe Hart reacts to Willy Caballero getting injured... #MCIWHU
https://t.co/OdELoIgMOV,Sun Aug 28 22:52:19 BDT 2016
769940687672475650,FULL TIME

#MCFC 3-1 #WHUFC,Sun Aug 28 22:52:19 BDT 2016
769940688049958912,FT: Man City 3-1 West Ham #MCIWHU,Sun Aug 28 22:52:19 BDT 2016
769940687718604800,Pep Guardiola at Man City:

Games - 3
Won - 3
Lost - 0
Goals scored - 9
Goals conceded - 3

Top of the league! #MCFC https://t.co/pTS4lkWQB0,Sun Aug 28 22:52:19 BDT 2016
769940690428059648,@EnglishPL FT. 3-1. Manchester City take a confident win over West Ham United at Etihad to make it 3 wins from 3 for Pep Guardiola. #PL,Sun Aug 28 22:52:20 BDT 2016
769940691069898752,@WestHamUtd Payet carries West Ham,Sun Aug 28 22:52:20 BDT 2016
769940691212341248,Randolph is a much more disciplined goalkeeper than Adrian. Hope that change is made after the break. #MCIWHU,Sun Aug 28 22:52:20 BDT 2016
769940691791192066,Full time! Manchester City 3-1 West Ham
#MCIWHU,Sun Aug 28 22:52:20 BDT 2016
769940693720637441,#manchestercity    3   -    #westham   1 final #premierLeague,Sun Aug 28 22:52:20 BDT 2016
769940690541355008,Well done by @sterling7 rapping up this match #MCIWHU https://t.co/IFDjGXBTS5,Sun Aug 28 22:52:20 BDT 2016
769940693825585152,What a great spirit go #bluemoon @ManCity https://t.co/g9vxROhNAh,Sun Aug 28 22:52:20 BDT 2016
769940694391742464,@WestHamUtd @davidgold @jsullivanwhu 

One question and it needs answering...

Where is Dimitri Payet?????,Sun Aug 28 22:52:21 BDT 2016
769940694735532032,RT @ESPNUK: FT: #MCFC 3-1 #WHUFC

Man City edge West Ham to win 3 from 3.

Level points with #MUFC and #CFC.

Title race begins. https://t.?,Sun Aug 28 22:52:21 BDT 2016
769940695238844416,@SimonG_LFC @ManCity @sterling7 u mean play in the CL? Or else win the PL?,Sun Aug 28 22:52:21 BDT 2016
769940694974672896,@hazardeden10 its youuuuuuuu as the cover of #PL official account!!!! https://t.co/X9fnLKOwbt,Sun Aug 28 22:52:21 BDT 2016
769940697311051776,RT @Copa90: Oooff. Bad elbow there from Aguero, could and should have been a red. #MCIWHU,Sun Aug 28 22:52:21 BDT 2016
769940697248108544,Almost spoke to soon... #MCFC,Sun Aug 28 22:52:21 BDT 2016
769940698099490816,RT @ManCityMEN: Sterling again - 3-1! #MCFC https://t.co/PF7ex0qxW4,Sun Aug 28 22:52:21 BDT 2016
769940698351210496,RT @GaryLineker: Just knew it would take time for Pep Guardiola to adapt to the @premierleague,Sun Aug 28 22:52:21 BDT 2016
769940700049932288,That goal tho ????#MCIWHU,Sun Aug 28 22:52:22 BDT 2016
769940702532866050,FT Man City Man City 3-1 West Ham #mcfc #whufc,Sun Aug 28 22:52:22 BDT 2016
769940702713225220,Spirited in second half, a lot better, we will push on after the Int break #coyi #whutid,Sun Aug 28 22:52:22 BDT 2016
769940703812222976,Raheem Sterling ???? is a rejuvenated player at #MCFC under Pep Guardiola #SuperSunday #bluemoon #mcfcvwhufc,Sun Aug 28 22:52:23 BDT 2016
769940702193156100,Full time: #MCFC go top of the Premier League
https://t.co/npetSigWza https://t.co/bOWrj2rcKy,Sun Aug 28 22:52:22 BDT 2016
769940704751673344,a defeat ill draw some positives from and it should of been ..unlucky West Ham #COYI,Sun Aug 28 22:52:23 BDT 2016
769940705036742656,RT @amadoit__: I expect a full Sky Sports segment on this elbow from Sergio Aguero. #SergioAgueroCrimes #MCFC https://t.co/Arr7DVhYOR,Sun Aug 28 22:52:23 BDT 2016
769940704214876160,LIVE #foot #Ang #MCIWHU Manchester City 3 - 1 West Ham United: score final https://t.co/D06OLfyPaC,Sun Aug 28 22:52:23 BDT 2016
769940706257408000,RT @OfficialFPL: GOAL - Sterling
ASSIST - Silva

Man City 3-1 West Ham (90+2 mins) #MCIWHU #FPL,Sun Aug 28 22:52:23 BDT 2016
769940706643304448,RT @Nataly_Antar: That Elbow from Aguero  ! If it was fellaini straight Red No ?? @FA #mcfc @premierleague #bpl  https://t.co/LYQ01ScyCO,Sun Aug 28 22:52:23 BDT 2016
769940707444260864,RT @ManCityMEN: FT and #MCFC are top of the league https://t.co/PF7ex0qxW4 https://t.co/79Jlwmr5HZ,Sun Aug 28 22:52:24 BDT 2016
769940707964493824,@WestHamUtd Calleri needs to go,Sun Aug 28 22:52:24 BDT 2016
769940708451049472,Full-time @EtihadStadium @premierleague @ManCity 3-0 @WestHamUtd,Sun Aug 28 22:52:24 BDT 2016
769940708174299136,FULL TIME Man City 3-1 West Ham https://t.co/4IN15Opsj5 #MCWHU #mcfc #coyi #EPL,Sun Aug 28 22:52:24 BDT 2016
769940708815933440,RT @FootyyWorld: #MCFC 2-0 #WHUFC Fernandinho the scorer! https://t.co/iEtvYjTtFc,Sun Aug 28 22:52:24 BDT 2016
769940709164126208,RT @HITCsportLive: FULL TIME Man City 3-1 West Ham https://t.co/4IN15Opsj5 #MCWHU #mcfc #coyi #EPL,Sun Aug 28 22:52:24 BDT 2016
769940709231169536,RT @caughtoffside: FULL-TIME: Manchester City 3-1 West Hame United. #MCIWHU https://t.co/MHV8sXpMcf,Sun Aug 28 22:52:24 BDT 2016
769940708811759616,Attempt missed. Samir Nasri (Manchester City) left footed shot from the centre of the box is hig... https://t.co/3n1ZC09dOm #cityvWHU,Sun Aug 28 22:52:24 BDT 2016
769940710053318656,RT @HITCsportLive: FULL TIME Man City 3-1 West Ham https://t.co/4IN15Opsj5 #MCWHU #mcfc #coyi #EPL,Sun Aug 28 22:52:24 BDT 2016
769940710896328708,Man City fans sing ?Stand up if you love Samir Nasri" #testimonial #MCIWHU,Sun Aug 28 22:52:24 BDT 2016
769940710741213184,@ManCity this city wow,Sun Aug 28 22:52:24 BDT 2016
769940711164837888,Hearts of Oak fans after the game

??????????????
#GPL #MatchDay 27,Sun Aug 28 22:52:25 BDT 2016
769940710913105920,Attempt missed. Samir Nasri (Manchester City) left footed shot from the centre of the box is hig... https://t.co/43pkeTO2ve #cityvWHU,Sun Aug 28 22:52:24 BDT 2016
769940710455992320,RT @chiarabiasi: dont mess with us ???????? @simonezaza ???? #london ???? https://t.co/FzRWtqV7OY,Sun Aug 28 22:52:24 BDT 2016
769940709709385730,#MCFC 3-1 #WHUFC

3 #PL wins out of 3 for Pep Guardiola a he continues his 100% record as Man City manager https://t.co/m1Q2TtKjjD,Sun Aug 28 22:52:24 BDT 2016
769940711395450880,RT @WestHamUtd: A spirited second half from the Hammers but the points stay in Manchester ? #MCYWHU #COYI https://t.co/LtmVVPOt6S,Sun Aug 28 22:52:25 BDT 2016
769940711756226561,RT @WestHamUtd: A spirited second half from the Hammers but the points stay in Manchester ? #MCYWHU #COYI https://t.co/LtmVVPOt6S,Sun Aug 28 22:52:25 BDT 2016
769940713060511744,RT @markbooth_mcfc: That from @sterling7 might be my favourite finish of the season so far. Audacious in its way. #MCFC,Sun Aug 28 22:52:25 BDT 2016
769940712943153152,David Silva (Manchester City) hits the left post with a left footed shot from the left side of t... https://t.co/3n1ZC09dOm #cityvWHU,Sun Aug 28 22:52:25 BDT 2016
769940712670527488,FT: Raheem Sterling with two goals today as Manchester City beat West Ham 3-1 at the Etihad. #MCWHU #PL,Sun Aug 28 22:52:25 BDT 2016
769940709176664064,Raheem Sterling double seals 3-1 win over #WHUFC as #MCFC make it three wins from three to top the table https://t.co/nSsGgBfuKa,Sun Aug 28 22:52:24 BDT 2016
769940714255945728,David Silva (Manchester City) hits the left post with a left footed shot from the left side of t... https://t.co/43pkeTO2ve #cityvWHU,Sun Aug 28 22:52:25 BDT 2016
769940713995800579,RT @Football__Tweet: Full time at the Etihad: Manchester City 3 - 1 West Ham United. #MCFC #WHUFC

????? https://t.co/IpKgBiqLFp,Sun Aug 28 22:52:25 BDT 2016
769940714427912192,ATHLEISURE Apparel here -> https://t.co/cwAlBepqF1 #workout #fitness #exercise #healthy #fash365 #health #spinning https://t.co/Mq4sk65yf6,Sun Aug 28 22:52:25 BDT 2016
769940714885156865,@ManCity @sterling7 Emptyhad.,Sun Aug 28 22:52:25 BDT 2016
769940716034416640,RT @ManCityMEN: FT and #MCFC are top of the league https://t.co/PF7ex0qxW4 https://t.co/79Jlwmr5HZ,Sun Aug 28 22:52:26 BDT 2016
769940717993009153,RT @OfficialFPL: GOAL - Sterling
ASSIST - Silva

Man City 3-1 West Ham (90+2 mins) #MCIWHU #FPL,Sun Aug 28 22:52:26 BDT 2016
769940719142252547,FT: City 3-1 West Ham
#PremierLeague #MCIWHU,Sun Aug 28 22:52:26 BDT 2016
769940719964413952,Great 1st half should have been 3/4 up. mixed 2nd & nervous ... Worry is defending set pieces & crosses. Surprised to see Nasri!!!! #MCFC,Sun Aug 28 22:52:27 BDT 2016
769940720715239424,#premierleague #MANCITY v #WESTHAM 3-1 FT
GOALS STERLING 7.90.+1 FERNANDINHO 18.ANTONIO 58.

#premier #MATCH #MCI #MCFC #WHU #WHUFC #WH,Sun Aug 28 22:52:27 BDT 2016
769940720975278080,RT @TeleFootball: Full time: #MCFC go top of the Premier League
https://t.co/npetSigWza https://t.co/bOWrj2rcKy,Sun Aug 28 22:52:27 BDT 2016
769940720945889284,FT: In fairness to @ManCity, with a dominant first half, they deserved to win, but fair play to us, great second half. #WHUFC #MCIWHU,Sun Aug 28 22:52:27 BDT 2016
769940721273102336,FT:
Manchester City - West Ham United 2 - 1
Goal #WHU: Antonio 
#MCIWHU 
#BPL,Sun Aug 28 22:52:27 BDT 2016
769940721742651392,Watching #MCIWHU really good game here #MCFC up 3-1 well deserved win !,Sun Aug 28 22:52:27 BDT 2016
769940722053152772,Calleri has denied the teenager Fletcher a goal on his #EPL full debut.
What was calleri thinking there?
#MCIWHU,Sun Aug 28 22:52:27 BDT 2016
769940723172937728,Undefeated vs undefeated. ?? vs ??. Good vs evil. @ManUtd vs @ManCity. #Manchesterderby,Sun Aug 28 22:52:27 BDT 2016
769940723345031168,RT @WestHamUtd: A spirited second half from the Hammers but the points stay in Manchester ? #MCYWHU #COYI https://t.co/LtmVVPOt6S,Sun Aug 28 22:52:27 BDT 2016
769940725572206592,@WestHamUtd Stop tweeting.,Sun Aug 28 22:52:28 BDT 2016
769940725936984064,David de la Cruz wins 9th stage to take Spanish Vuelta lead: ALTO DEL NARANCO, Spain  ? Spaniard Davi... https://t.co/bxtPqTP26K #sports,Sun Aug 28 22:52:28 BDT 2016
769940726180417536,@WestHamUtd blow ya bubbles ya shit,Sun Aug 28 22:52:28 BDT 2016
769940726360735744,London stadium rental fee should go down soon ?? #MCIWHU,Sun Aug 28 22:52:28 BDT 2016
769940728982024193,RT @ManLikeLeroyy: Gonna get shagged @WestHamUtd,Sun Aug 28 22:52:29 BDT 2016
769940728583712768,RT @Football__Tweet: Full time at the Etihad: Manchester City 3 - 1 West Ham United. #MCFC #WHUFC

????? https://t.co/IpKgBiqLFp,Sun Aug 28 22:52:29 BDT 2016
769940729649037312,Great goal by Sterling, looked easy when he rounded Adrian but it was from a tight angle. Aguero poor and should of been sent off. #MCIWHU,Sun Aug 28 22:52:29 BDT 2016
769940730316021760,RT @footmercato: But de Sterling, 3-1 #MCIWHU,Sun Aug 28 22:52:29 BDT 2016
769940730533990400,RT @SimonWakefield: If #fellaini did what #aguero did the FA would ban him tomorrow but watch him get away with it #MCIWHU,Sun Aug 28 22:52:29 BDT 2016
769940731217776640,@sterling7 Mate God Bless you... You are answering all your critics on the Pitch.  @premierleague,Sun Aug 28 22:52:29 BDT 2016
769940732287123456,Such a tight angle. Great finish!! #MCIWHU,Sun Aug 28 22:52:30 BDT 2016
769940732274704384,whufc is nr.8 trending hashtag in UK in last 2 hours. https://t.co/U2Yfz8XBdL #whufc,Sun Aug 28 22:52:30 BDT 2016
769940732647989249,FT Man City 3 West Ham 1 #MCIWHU,Sun Aug 28 22:52:30 BDT 2016
769940732526362624,RT @WhoScored: Michail Antonio: Has now scored more headed goals (7) than any other player in the Premier League in 2016; Sergio Agüero sec?,Sun Aug 28 22:52:30 BDT 2016
769940731393966080,Match ended
Man City : West Ham
#MCIWHU https://t.co/YBm6R6Ajkh,Sun Aug 28 22:52:29 BDT 2016
769940734023643136,Hello number one spot on the table #MCFC,Sun Aug 28 22:52:30 BDT 2016
769940735235805184,Good first 3 games, but there are things to tighten up. Still, you can see glimpses of the monster this team will be under Pep. #MCFC,Sun Aug 28 22:52:30 BDT 2016
769940735588270080,#PL FT: Man City 3-1 West Ham,Sun Aug 28 22:52:30 BDT 2016
769940734946541568,Full-time #MCIWHU 3-1,Sun Aug 28 22:52:30 BDT 2016
769940728176836608,This is me when I see @sterling7 suddenly playing well #MCIWHU https://t.co/BaSuO544oH,Sun Aug 28 22:52:29 BDT 2016
769940736196345856,RT @5liveSport: #MCFC 3-1 #WHUFC

3 #PL wins out of 3 for Pep Guardiola a he continues his 100% record as Man City manager https://t.co/m1Q?,Sun Aug 28 22:52:30 BDT 2016
769940736284454912,Great goal, that was. No real angle to aim at. #Sterling #MCIWHU #EPL,Sun Aug 28 22:52:30 BDT 2016
769940739384115200,Not fussed by third goal due to nature of game, with us going for equaliser. Far better second half though when we reverted to back 4 #WHUFC,Sun Aug 28 22:52:31 BDT 2016
769940740000448513,Looks like am selling #aguero from my fpl for a month after that elblowgate.,Sun Aug 28 22:52:31 BDT 2016
769940739677650944,useless fucking cunts @WestHamUtd,Sun Aug 28 22:52:31 BDT 2016
769940741346975745,Poor first half has cost us here. City were rattled for about 20 minutes though #COYI,Sun Aug 28 22:52:32 BDT 2016
769940741950963712,RT @epspros: #Emplaw #dreamjob details here...https://t.co/NymG4gsJq6 #training #investigations #expert #attorney,Sun Aug 28 22:52:32 BDT 2016
769940742072508416,RT @WestHamUtd: A spirited second half from the Hammers but the points stay in Manchester ? #MCYWHU #COYI https://t.co/LtmVVPOt6S,Sun Aug 28 22:52:32 BDT 2016
769940742236057601,Haha Pep looked liked he was saying "finally!!" 3-1 City! #MCFC #PLonNBC,Sun Aug 28 22:52:32 BDT 2016
769940742387138560,@WestHamUtd its now over,Sun Aug 28 22:52:32 BDT 2016
769940743771328516,Raheem Sterling is a different player altogether under Pep Guardiola. #ManCity,Sun Aug 28 22:52:32 BDT 2016
769940745298046976,RT @caughtoffside: FULL-TIME: Manchester City 3-1 West Hame United. #MCIWHU https://t.co/MHV8sXpMcf,Sun Aug 28 22:52:33 BDT 2016
769940746027708417,RT @caughtoffside: FULL-TIME: Manchester City 3-1 West Hame United. #MCIWHU https://t.co/MHV8sXpMcf,Sun Aug 28 22:52:33 BDT 2016
769940745906188288,Al fin Sterling!!! 3 a 1. @ManCity,Sun Aug 28 22:52:33 BDT 2016
769940746069692416,RT @ManCity: 53. Another elegant and measured showing from John Stones at the back so far. How impressed are you with him? #mcfc https://t.?,Sun Aug 28 22:52:33 BDT 2016
769940747776843776,GOAL! Raheem Stering again! 3-1! https://t.co/IpmGbhKh4f #MCIWHU https://t.co/3Gifo5hCdx,Sun Aug 28 22:52:33 BDT 2016
769940749421076480,@WestHamUtd pathetic result,Sun Aug 28 22:52:34 BDT 2016
769940749781610497,Manchester city this year ???? #ManCity #GuardiolaEra #sterling,Sun Aug 28 22:52:34 BDT 2016
769940749232201728,Going back to bed with the ?? on !! #MCIWHU #BPL ???,Sun Aug 28 22:52:34 BDT 2016
769940751023271937,@WestHamUtd sign a CB and RB,Sun Aug 28 22:52:34 BDT 2016
769940751660777472,Full-time:

Man City 3 (Sterling x2, Fernandinho) West Ham 1 (Antonio)

#MCIWHU,Sun Aug 28 22:52:34 BDT 2016
769940751769804802,Oh well, better 2nd half West Ham. Slav please start Byram at RB from now on #COYI,Sun Aug 28 22:52:34 BDT 2016
769940751631474688,@WestHamUtd announce mustafi,Sun Aug 28 22:52:34 BDT 2016
769940753304944640,Despite the result, in that second half I saw a glimpse of last seasons West Ham! We go again! #COYI,Sun Aug 28 22:52:35 BDT 2016
769940753913155585,GOAL: Manchester City 3-1 West Ham. Sterling wraps up the match with a fine finish .#MCYWHU,Sun Aug 28 22:52:35 BDT 2016
769940753778966531,9 out of 9 #mcfc,Sun Aug 28 22:52:35 BDT 2016
769940754114445312,@MCFC  Super city ?? pep passing magic #MCIWHU,Sun Aug 28 22:52:35 BDT 2016
769940754437373952,Good week for @WestHamUtd,Sun Aug 28 22:52:35 BDT 2016
769940754500358144,RT @premierleague: Another week, another headed goal from @Michailantonio... #MCIWHU https://t.co/X4KnebjYea,Sun Aug 28 22:52:35 BDT 2016
769940756190617601,FT Manchester City 3-1 West Ham United #PL,Sun Aug 28 22:52:35 BDT 2016
769940755800592384,Check this out! @UltimateFanLive for Man City v West Ham cruising it baby #mcfc #whu https://t.co/oA3D0Be6nR,Sun Aug 28 22:52:35 BDT 2016
769940757578936320,RT @josephcawthorn: ?? Caballero gets injured, Hart finds it hilarious! #mcfc https://t.co/j5fuSoXwgv,Sun Aug 28 22:52:36 BDT 2016
769940760045187072,Shame. Much better performance in the 2nd half. Just need those 7 players back and we can make a go of this... #WHUFC,Sun Aug 28 22:52:36 BDT 2016
769940760049442820,Match ended
Man City : West Ham
#MCIWHU https://t.co/WAKe7IDUWJ,Sun Aug 28 22:52:36 BDT 2016
769940763157331969,FULL TIME: #MCFC 3 - 1 #WHUFC,Sun Aug 28 22:52:37 BDT 2016
769940762456883200,Match ended
Man City : West Ham
#MCIWHU https://t.co/Ii9O2ycs0p,Sun Aug 28 22:52:37 BDT 2016
769940765023797250,@ManCity did I just do the impossible? I predicted the right score!? ??????????,Sun Aug 28 22:52:37 BDT 2016
769940766005362688,9 from 9. Having that #mcfc,Sun Aug 28 22:52:38 BDT 2016
769940766730825728,RT @ManCityMEN: FT and #MCFC are top of the league https://t.co/PF7ex0qxW4 https://t.co/79Jlwmr5HZ,Sun Aug 28 22:52:38 BDT 2016
769940767150379008,RT @WeLoveManCityFC: GOOAALLL!

@sterling7 BRACE! He rounds the keeper and cheekily puts it in from a tight angle!

#MCFC 3-1 #WHUFC https:?,Sun Aug 28 22:52:38 BDT 2016
769940767775207424,RT @kadem_alsaher: A Husband Divorced His Wife After Looking Closer At This Picture
#MCIWHU
Aguero 233 
https://t.co/DMEUINoPfJ,Sun Aug 28 22:52:38 BDT 2016
769940768572182528,Whats gonna happen with Aguero??? @premierleague @FA,Sun Aug 28 22:52:38 BDT 2016
769940769318723585,FT Result > ManCity 3 - 1 West Ham. #MCIWHU #EPL,Sun Aug 28 22:52:38 BDT 2016
769940768777728001,ATHLEISURE Apparel here -> https://t.co/Pk09BVM1SD #workout #fitness #exercise #healthy #fash365 #health #spinning https://t.co/tq6lveQKhf,Sun Aug 28 22:52:38 BDT 2016
769940769138417664,Raheem Sterling ??? #SSFootball #MCIWHU ,,,deserved #MoM performance,Sun Aug 28 22:52:38 BDT 2016
769940769117446145,What the hell was Willy doing so far out the box #mcfc,Sun Aug 28 22:52:38 BDT 2016
769940770149240837,RT @BigSportGB: Joe Hart reacts to Willy Caballero getting injured... #MCIWHU
https://t.co/OdELoIgMOV,Sun Aug 28 22:52:39 BDT 2016
769940770958680064,9 points earned in three matches by @ManCity. Great start to the season under Pep. Gotta keep it up tho #mcfc #bluemoonrising,Sun Aug 28 22:52:39 BDT 2016
769940771134922752,@WestHamUtd tinpot club announce relegation shit club ????????,Sun Aug 28 22:52:39 BDT 2016
769940771558531073,GOOAAAALLL: Sterling scores in the 92nd minute!! GAME OVER for @WestHamUtd #MCIWHU,Sun Aug 28 22:52:39 BDT 2016
769940771910844416,RT @ManCity: This is how it feels to be City. #mcfc https://t.co/YCnAbgoEl4,Sun Aug 28 22:52:39 BDT 2016
769940772946935808,RT @ManCityMEN: FT and #MCFC are top of the league https://t.co/PF7ex0qxW4 https://t.co/79Jlwmr5HZ,Sun Aug 28 22:52:39 BDT 2016
769940774578491392,FINAL. Manchester City 3-1 West Ham
#PremierLeague????https://t.co/7jyQQAMS6K,Sun Aug 28 22:52:40 BDT 2016
769940774800809984,FT: Man City 3-1 West Ham #PL,Sun Aug 28 22:52:40 BDT 2016
769940775354437633,RT @footmercato: But de Sterling, 3-1 #MCIWHU,Sun Aug 28 22:52:40 BDT 2016
769940775937376256,Typical @ManCity making us sweat it out,Sun Aug 28 22:52:40 BDT 2016
769940775450779648,@WestHamUtd state of this tinpot club ???????? https://t.co/ywKCtkZ5dp,Sun Aug 28 22:52:40 BDT 2016
769940776000290817,FULL TIME! @ManCity 3 @WestHamUtd 1 City go top after three wins from three. @SkySports,Sun Aug 28 22:52:40 BDT 2016
769940777472520193,RT @WestHamUtd: A spirited second half from the Hammers but the points stay in Manchester ? #MCYWHU #COYI https://t.co/LtmVVPOt6S,Sun Aug 28 22:52:40 BDT 2016
769940778550460416,RT @premierleague: 10 MINS TO GO Will West Ham find an equaliser here? #MCIWHU https://t.co/AVJBMpoRkW,Sun Aug 28 22:52:41 BDT 2016
769940778630209537,RT @premierleague: 10 MINS TO GO Will West Ham find an equaliser here? #MCIWHU https://t.co/AVJBMpoRkW,Sun Aug 28 22:52:41 BDT 2016
769940779624202240,@RBxrkley @WestHamUtd lukaku carries everton,Sun Aug 28 22:52:41 BDT 2016
769940780144218112,FT: Manchester City 3-1 West Ham. Sterling with a brace! #MCFC #CmonCity,Sun Aug 28 22:52:41 BDT 2016
769940779947192320,Sterling with a neat finish to secure the three points for Manchester City. 3-1 with stoppage remaining #MCIWHU #PremierLeague,Sun Aug 28 22:52:41 BDT 2016
769940780068773888,Raheeem the dream baby.  Favorite player #MCIWHU,Sun Aug 28 22:52:41 BDT 2016
769940780588736512,RT @Indo_chelsea_: Welcome back to The Squad @VictorMoses 

Awesome Celebration #CFC https://t.co/rJtJvaalQG,Sun Aug 28 22:52:41 BDT 2016
769940780429565952,RT @TeleFootball: Sergio Aguero could miss the Manchester derby if he receives a retrospective ban for an elbow #MCIWHU
https://t.co/amlZUv?,Sun Aug 28 22:52:41 BDT 2016
769940779737292800,Match ended
Man City : West Ham
#MCIWHU https://t.co/i3cggOkj66,Sun Aug 28 22:52:41 BDT 2016
769940780874072064,FT: man City 3-1 west ham #PL,Sun Aug 28 22:52:41 BDT 2016
769940780915888128,goodgame guys ?????? #MCFC,Sun Aug 28 22:52:41 BDT 2016
769940781213691904,RT @MrFootyTips: Pep Guardiola at Man City:

Games - 3
Won - 3
Lost - 0
Goals scored - 9
Goals conceded - 3

Top of the league! #MCFC https?,Sun Aug 28 22:52:41 BDT 2016
769940781016739841,RT @KendrickOfAbdul: Lol fuck off  https://t.co/7IkUvo9HGv,Sun Aug 28 22:52:41 BDT 2016
769940781633302528,City 3-1 3pts and top of the league heading into the international break #pep #MCFC,Sun Aug 28 22:52:41 BDT 2016
769940782291619840,Bravo @ManCity @sterling7 was awesome,Sun Aug 28 22:52:41 BDT 2016
769940782119813120,RT @ManCity: 10. OH YES! #cityvwhu #mcfc https://t.co/nYYqwQaw37,Sun Aug 28 22:52:41 BDT 2016
769940782623055872,That can only be described as Raz-amatazz. Absolutely bonkers. Well done, @sterling7. #MCFC,Sun Aug 28 22:52:42 BDT 2016
769940781305966592,STERLING SCORES TWICE Manchester City 3 West Ham 1 #PremierLeague #ManchesterCityWestHam? https://t.co/WbKszsxpXU https://t.co/GPkFIfkVo3,Sun Aug 28 22:52:41 BDT 2016
769940783550042112,Real title Contenders have 9 out of 9 points.....  The rest are hopefuls LOL @premierleague,Sun Aug 28 22:52:42 BDT 2016
769940783747231744,RT TeleFootball: GOAL! Raheem Sterling manages to finish for City from a ludicrously tight angle! #MCIWHU 
? https://t.co/BtPtipXvoO,Sun Aug 28 22:52:42 BDT 2016
769940784418357253,Bravo We need you @C1audioBravo,Sun Aug 28 22:52:42 BDT 2016
769940787140395008,#MCIWHU City is going to be on top of the table for sure ??,Sun Aug 28 22:52:43 BDT 2016
769940787240906752,RT @adgpi: A special forces soldier during exercise in jungle warfare. #Training photo courtesy Col H S Lidder https://t.co/TCV0Bjtk9f,Sun Aug 28 22:52:43 BDT 2016
769940788411117568,RT @Football__Tweet: Full time at the Etihad: Manchester City 3 - 1 West Ham United. #MCFC #WHUFC

????? https://t.co/IpKgBiqLFp,Sun Aug 28 22:52:43 BDT 2016
769940788499349504,TOP OF THE LEAGUE @ManCity,Sun Aug 28 22:52:43 BDT 2016
769940788809723904,@WestHamUtd cunts,Sun Aug 28 22:52:43 BDT 2016
769940788964954112,Sign of a great manager: Pep has Sterling playing like every bit of the £50 million player he was supposed to be, & w/ confidence. #MCFC,Sun Aug 28 22:52:43 BDT 2016
769940787387850752,Skol Line killing it per usual! #Gameday https://t.co/w5VFZAPkI8,Sun Aug 28 22:52:43 BDT 2016
769940789082349568,RT TeleFootball: Full time: #MCFC go top of the Premier League
https://t.co/SB7g38oCXs https://t.co/t0XLzvh205,Sun Aug 28 22:52:43 BDT 2016
769940790030151680,FT: Manchester City 3-1 West Ham #CTID,Sun Aug 28 22:52:43 BDT 2016
769940789975744512,@WestHamUtd Good performance in the second half. Need to start doing it from the beginning!!,Sun Aug 28 22:52:43 BDT 2016
769940790260948992,RT @uMAXitFootball: OUCH!

That late Sterling goes rules out both players to #MAXIFY for £30,000...that is painful! https://t.co/kwftHzWHOp,Sun Aug 28 22:52:43 BDT 2016
769940790466473988,RT @WestHamUtd: A spirited second half from the Hammers but the points stay in Manchester ? #MCYWHU #COYI https://t.co/LtmVVPOt6S,Sun Aug 28 22:52:43 BDT 2016
769940790827225088,Just love Guardiola reactions to each big move!  
Exciting #MCIWHU,Sun Aug 28 22:52:43 BDT 2016
769940913267339264,RT @BeWarmers: Every-time Niall Quinn is on commentary duty.. #MCIWHU

https://t.co/CNEDBu6ek7,Sun Aug 28 22:53:13 BDT 2016
769940914303295488,Wonderful game of football #MCIWHU @premierleague,Sun Aug 28 22:53:13 BDT 2016
769940914395615232,@ManCity top! Great win 3-1.,Sun Aug 28 22:53:13 BDT 2016
769940914714312705,RT @MrFootyTips: Pep Guardiola at Man City:

Games - 3
Won - 3
Lost - 0
Goals scored - 9
Goals conceded - 3

Top of the league! #MCFC https?,Sun Aug 28 22:53:13 BDT 2016
